_id,multilingual_id,content_id,createdAt,en_text,en_audio_url,en_image_url,hi_text,hi_audio_url,hi_image_url,ta_text,ta_audio_url,ta_image_url,kn_text,kn_audio_url,kn_image_url,gu_text,gu_audio_url,gu_image_url,te_text,te_audio_url,te_image_url,or_text,or_audio_url,or_image_url
68ec91d96804751159398c68,lunch,3e2eb549-d30e-4b39-97d3-43625d7dad39,2025-10-13T01:47:50.528Z,,,,दोपहर का भोजन,8e83522d-a166-4ebf-a278-ac7fed962b62.wav,c560a858-b638-482b-a4f0-587354462eb7.png,,,,ಮಧ್ಯಾಹ್ನದ ಊಟ,15f97c23-05e1-4d66-9d07-e279917ef17d.wav,c560a858-b638-482b-a4f0-587354462eb7.png,,,,మధ్యాహ్న భోజనం,992cd421-a363-4168-9b4e-2903918d16af.wav,c560a858-b638-482b-a4f0-587354462eb7.png,,,
68ec91d96804751159398c6a,book,12ed50af-342d-430c-b13d-b10b52edddd8,2025-10-13T01:47:50.528Z,,,,पुस्तक,de9c6795-ef6a-4b36-95c7-8db87d22be1a.wav,a4994e36-3ba2-4636-a23d-c212d299add5.png,,,,ಪುಸ್ತಕ,085c82cc-fdc8-416d-af31-67bc46ed6c5a.wav,a4994e36-3ba2-4636-a23d-c212d299add5.png,,,,పుస్తకం,e2a71154-26a2-4558-8dae-d929ad05fdee.wav,a4994e36-3ba2-4636-a23d-c212d299add5.png,,,
68ec91d96804751159398c6c,child,3d1b838c-a02b-4310-9b17-9fbd0669bd5d,2025-10-13T01:47:50.528Z,,,,बच्चा,3bccf333-0e09-4e6d-9673-65b63e25f32e.wav,d38fa44e-6c1f-4bec-9fdf-94234294ddac.png,,,,ಮಗು,be1c9cc6-43f8-4772-8b3f-020747b308db.wav,d38fa44e-6c1f-4bec-9fdf-94234294ddac.png,,,,బిడ్డ.,6843823f-c727-453d-8a6c-4e41821c6308.wav,d38fa44e-6c1f-4bec-9fdf-94234294ddac.png,,,
68ec91d9e284133d19bdb0b7,eating,65126f8d-108d-4272-9d07-5c0d41fd6fd2,2025-10-13T01:47:50.182Z,,,,खाना,b708fc72-40bd-4581-ba30-11a8f55f11a1.wav,2f91ad3e-d445-49b7-a00a-74c3154c32f1.png,,,,ತಿನ್ನು,e20596de-e571-4316-bda2-e72f13e548ab.wav,2f91ad3e-d445-49b7-a00a-74c3154c32f1.png,,,,తినడం,35d80ec3-60a9-4afe-a62f-38c36528bec6.wav,2f91ad3e-d445-49b7-a00a-74c3154c32f1.png,,,
68ec91d9e284133d19bdb0b9,writing,c959d372-aa28-4bad-b6df-1f83728e3e0d,2025-10-13T01:47:50.182Z,,,,लिखना,44ec4fab-c82a-42be-a9f7-18586d324d55.wav,7dd91118-52e4-4ac8-b886-c421b041f2c6.png,,,,ಬರೆ,50c13100-33ef-44a0-8e6b-a5ce5d9b623c.wav,7dd91118-52e4-4ac8-b886-c421b041f2c6.png,,,,వ్రాయడం,5a500c0b-6f47-45fb-bac2-faad1ea47109.wav,7dd91118-52e4-4ac8-b886-c421b041f2c6.png,,,
68ec91d9e284133d19bdb0bb,sleeping,3760f279-dadb-45e9-ad7d-03d6419ba4ac,2025-10-13T01:47:50.182Z,,,,सोना,7c5d67a3-4fc4-4249-a80b-162693bb4a91.wav,3ba90bf6-bfaa-48be-ab1a-7cf9edd15121.png,,,,ನಿದ್ರಿಸು,780a94f7-2100-4d86-9564-262eeffd65d2.wav,3ba90bf6-bfaa-48be-ab1a-7cf9edd15121.png,,,,నిద్ర,df470768-9d95-4f57-9e31-78eb9a638218.wav,3ba90bf6-bfaa-48be-ab1a-7cf9edd15121.png,,,
68ec91d9e284133d19bdb0bd,teacher,bcf5d1ab-6e51-4f52-897e-d3f04fe78d61,2025-10-13T01:47:50.182Z,,,,शिक्षक,f7612952-2b15-4c2c-8dc9-cadde4549bb4.wav,b0839af8-143c-4553-8553-459b58637513.png,,,,ಶಿಕ್ಷಕ,44d0734c-10ae-4e5d-a889-e31175ca7ec3.wav,b0839af8-143c-4553-8553-459b58637513.png,,,,ఉపాధ్యాయుడు,b1c26f78-a002-47c9-87c6-73dedc52dd20.wav,b0839af8-143c-4553-8553-459b58637513.png,,,
68ec91da6804751159398c6e,holding,6672e7fb-4dd0-40f0-8f11-e4b6a6c888c2,2025-10-13T01:47:50.528Z,,,,पकड़ना,190bb1df-b9e2-436a-8738-ada6f48d6b6c.wav,569f9ebc-38dc-45c1-9d42-abd0dbfdcdc1.png,,,,ಹಿಡಿ,c9d4ef35-1421-425d-87a8-2a768d0163f1.wav,569f9ebc-38dc-45c1-9d42-abd0dbfdcdc1.png,,,,పట్టుకోవడం,6ff2ed12-497d-44ba-9b54-0c9709fd84db.wav,569f9ebc-38dc-45c1-9d42-abd0dbfdcdc1.png,,,
68ec91da6804751159398c70,playing,29d8cb10-8b1b-4ef8-8cfd-c204b0a44f23,2025-10-13T01:47:50.528Z,,,,खेलना,77e2169d-af8c-44d1-827f-1b4802394364.wav,1db7abe2-acfe-4a55-abb1-acb47953f458.png,,,,ಆಡು,cbbad2db-5e5e-48bf-b653-d90536fd6ba1.wav,1db7abe2-acfe-4a55-abb1-acb47953f458.png,,,,ఆడు,fa2f29e4-5a54-4c7a-b370-ddf0b72b4de8.wav,1db7abe2-acfe-4a55-abb1-acb47953f458.png,,,
68ec91da6804751159398c72,trunks,dd16d04c-bbf1-4714-bbdc-b8344120d9c1,2025-10-13T01:47:50.528Z,,,,चड्डी,2c36fef7-2c29-4fac-bf9a-2d3f06a899aa.wav,9dc0c73c-6cab-43b1-803e-f0bfde54bebf.png,,,,ಕಾಂಡಗಳು,bb4bc3c4-b208-470b-8f4f-acb0367df9ee.wav,9dc0c73c-6cab-43b1-803e-f0bfde54bebf.png,,,,చెట్టుబోదె,6ce2fef0-02c7-4489-8438-fa2fc08e4990.wav,9dc0c73c-6cab-43b1-803e-f0bfde54bebf.png,,,
68ec91da6804751159398c74,crow,bd6db668-1dd5-44d6-979e-03b5c40f74ba,2025-10-13T01:47:50.528Z,,,,कौआ,beab04d1-77ba-45b0-a184-34bc4ae6e46e.wav,7ed18f96-5dd4-4d35-a639-d4e212c96c5a.png,,,,ಕಾಗೆ,8062078d-7ead-4880-b6a7-3ae05872fddf.wav,7ed18f96-5dd4-4d35-a639-d4e212c96c5a.png,,,,కాకి.,8b935665-34ff-4fb7-8fe8-a1ed333e3f62.wav,7ed18f96-5dd4-4d35-a639-d4e212c96c5a.png,,,
68ec91da6804751159398c76,rabbit,bd99a42d-24c6-4eef-b167-262896a841a8,2025-10-13T01:47:50.528Z,,,,खरगोश,30f43983-ad4d-4fc6-b1a6-bc08bb2ba5fe.wav,30066b23-ba95-4b43-9231-ed467e2649f0.png,,,,ಮೊಲ,b61dca17-0234-414c-8875-96b345906633.wav,30066b23-ba95-4b43-9231-ed467e2649f0.png,,,,కుందేలు,d30647a9-25c2-4c53-9c35-833c7ddc1082.wav,30066b23-ba95-4b43-9231-ed467e2649f0.png,,,
68ec91da6804751159398c78,fruits,68086234-5a24-4e80-a9d0-7b8c8a8dbf3f,2025-10-13T01:47:50.528Z,,,,फल,d26c5283-c6c7-40c8-b284-13034459a16c.wav,7009ebb3-857a-45c0-8302-1ec0cf2e7319.png,,,,ಹಣ್ಣುಗಳು,e4683c08-5e6a-4034-9535-d5fe569b7988.wav,7009ebb3-857a-45c0-8302-1ec0cf2e7319.png,,,,పండు,1908f51c-1ec7-46f4-94e4-1bffedcdbdf4.wav,7009ebb3-857a-45c0-8302-1ec0cf2e7319.png,,,
68ec91da6804751159398c7a,bow,8c98d808-948e-4f05-a08c-e167e01fef96,2025-10-13T01:47:50.528Z,,,,धनुष,0857447f-10b6-40d2-97e7-a6fe1f525648.wav,bd9f14e4-15c6-48ee-80cd-4a2eb3f7d41d.png,,,,ಬಿಲ್ಲು,ababb7d1-8b8b-45a7-91c2-275a4fcfb47d.wav,bd9f14e4-15c6-48ee-80cd-4a2eb3f7d41d.png,,,,విల్లు,35a70b8e-5a7a-4033-b9f8-1cb33eae76ec.wav,bd9f14e4-15c6-48ee-80cd-4a2eb3f7d41d.png,,,
68ec91dae284133d19bdb0bf,children,c555e5a0-4592-40cb-97f9-ed6219d0ce38,2025-10-13T01:47:50.182Z,,,,बच्चे,74f674c4-dec9-48df-973b-83c078c67d7b.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,,ಮಕ್ಕಳು,5639a9b7-440f-4235-840b-05b502930be4.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,,పిల్లలు.,bee2c881-cdce-46b9-ab8b-62379ace3b48.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,
68ec91dae284133d19bdb0c1,river,e169a7cf-5789-44aa-b579-87e355b3978b,2025-10-13T01:47:50.182Z,,,,नदी,88d8e5a3-e3c9-4dd6-91fe-8f8cc91fe8b9.wav,124d7f87-a270-4151-9d90-7399d897a901.png,,,,ನದಿ,b464d2f2-fae9-46c3-94c6-6339ef2481dd.wav,124d7f87-a270-4151-9d90-7399d897a901.png,,,,నది,6a8a480e-1e5d-4908-9cef-646514d9c2f6.wav,124d7f87-a270-4151-9d90-7399d897a901.png,,,
68ec91dae284133d19bdb0c3,trees,fb0d66ef-da6e-48ea-81db-5655d8b0ce55,2025-10-13T01:47:50.182Z,,,,पेड़,60588ee4-7cc0-4910-acff-9c92f82fdc19.wav,1fb8b2fc-6633-4f48-b42c-91b1cb589975.png,,,,ಮರಗಳು,2df60b23-9796-4ab8-b3a1-bf0c6ab3cd23.wav,1fb8b2fc-6633-4f48-b42c-91b1cb589975.png,,,,చెట్లు.,b8192831-4c70-4c34-86ad-fc9254419fc6.wav,1fb8b2fc-6633-4f48-b42c-91b1cb589975.png,,,
68ec91dae284133d19bdb0c5,flowers,14105170-7b35-4d42-9351-fa250509d2fd,2025-10-13T01:47:50.182Z,,,,फूल,fefda1f2-08ba-4ef3-bb50-d7ea9fe704c8.wav,258d1da5-a716-4d1a-9db9-76835e19a30d.png,,,,ಹೂವುಗಳು,1c3742f2-6fae-419b-9c37-0a6ff48c7a3b.wav,258d1da5-a716-4d1a-9db9-76835e19a30d.png,,,,పువ్వులు,c0e24f8d-4373-4a0c-982d-2b1f9e233cae.wav,258d1da5-a716-4d1a-9db9-76835e19a30d.png,,,
68ec91dae284133d19bdb0c7,chili,744b1c79-9ced-4bbe-822a-3b35f27b61a0,2025-10-13T01:47:50.182Z,,,,मिर्च,f87465bb-a19f-4afd-88df-013c6203750b.wav,b63f8b90-b329-42e0-ae41-ba8b232208f7.png,,,,ಮೆಣಸಿನಕಾಯಿ,f2b09070-b3eb-4aef-b2ee-226a2f6cd8f7.wav,b63f8b90-b329-42e0-ae41-ba8b232208f7.png,,,,మిరపకాయ,f052bdb7-4b49-4790-96d5-5f91da7e7091.wav,b63f8b90-b329-42e0-ae41-ba8b232208f7.png,,,
68ec91dae284133d19bdb0c9,arrow,6c755f09-1db5-48d1-9133-5323efd421fe,2025-10-13T01:47:50.182Z,,,,तीर,229dd854-b72c-43cd-80b0-a2aa3290678a.wav,6e3f2233-f7ba-405b-8b1d-7510fad6ce1b.png,,,,ಬಾಣ,7064b76c-3079-4659-ab1b-3e587d2b2832.wav,6e3f2233-f7ba-405b-8b1d-7510fad6ce1b.png,,,,బాణం,8df238cd-f978-4109-8ac8-a89e4ae7d837.wav,6e3f2233-f7ba-405b-8b1d-7510fad6ce1b.png,,,
68ec91dae284133d19bdb0cb,Children,c555e5a0-4592-40cb-97f9-ed6219d0ce38,2025-10-13T01:47:50.182Z,,,,बच्चे,74f674c4-dec9-48df-973b-83c078c67d7b.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,,ಮಕ್ಕಳು,aa9614cb-a3db-4a4e-8acc-ba9de8ba383b.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,,పిల్లలు.,29a23c27-150a-4a95-bc9a-212793a5f41c.wav,b13bec96-06c7-41fb-b23e-9d969d0ca753.png,,,
68ec91db6804751159398c7c,play,787adc25-0c47-4dcc-9407-0f43e1f67f95,2025-10-13T01:47:50.528Z,,,,बजाना,f62a4049-7b83-4c8e-b2cc-6c7027921b6c.wav,2c4b37c9-2d3a-48a2-9c24-16ae69f83fbd.png,,,,ಆಡು,1f2898e2-3e6a-4a9f-bc7e-3fae01d65eb9.wav,2c4b37c9-2d3a-48a2-9c24-16ae69f83fbd.png,,,,ఆడు,6140b163-fa01-4abb-9711-b6c0fc2bc0b3.wav,2c4b37c9-2d3a-48a2-9c24-16ae69f83fbd.png,,,
68ec91db6804751159398c7e,tree,f17cd93c-5b93-44e7-b040-126e84b09fa1,2025-10-13T01:47:50.528Z,,,,पेड़,9847122a-3b3e-47cc-903f-2f81988c9f0d.wav,7df2f0c6-2913-4199-a213-7807f2797757.png,,,,ಮರ,a9d37a36-f17a-4bc3-9b90-36ace6280294.wav,7df2f0c6-2913-4199-a213-7807f2797757.png,,,,చెట్టు.,08d80f63-2a5d-4dde-a21b-ffa0950f1e9d.wav,7df2f0c6-2913-4199-a213-7807f2797757.png,,,
68ec91db6804751159398c80,birds,6cf7b9b8-b6d0-46b6-9a2c-f95d61aa18ca,2025-10-13T01:47:50.528Z,,,,पक्षी,b1921ec9-8384-407a-a32a-31bd38f0843d.wav,bdef00f8-b792-4ba6-aadf-f1e79d37d883.png,,,,ಪಕ್ಷಿಗಳು,edee172d-2dd5-410b-91bc-4ddd28f64f58.wav,bdef00f8-b792-4ba6-aadf-f1e79d37d883.png,,,,పక్షులు,1bc273d3-cd3e-4cfc-b00b-895a1077dc36.wav,bdef00f8-b792-4ba6-aadf-f1e79d37d883.png,,,
